Stance,Tweet
1,"#reprorights victory: federal court rules that so-called ""crisis pregnancy centers"" cannot use misleading ads"
-1,"we agree, and so does the @ctrmedprogresss."
0,#bristolpalin is more proof that #abstinence only education doesn't work. Affordable access to contraception
1,when last year they introduced the self defence class for women to protect themselves @sacha_tweets
-1,Before we go looking for #life on other #planets we should #stop #killing life on this one.
-1,never be afraid to stand alone.
0,"#scotus advice from larsen &amp; @aconneen: gitlow, gideon, roe, plessy, brown, heart of atlanta, citizens u."
0,charlie is courageous. love wins at the end of the day. be who you are....
-1,#populationcontrol = controlling the incoming generations. that's why there's .
-1,our @irvinewelsh @trainspotlive tickets on sale for the edinburgh fringe today!! exciting new venue! #chooselife its gonna be mental!
0,"dave is probably a stronger, more powerful, more spiritual man than anybody can even begin to imagine."
-1,mt @amenditusa: halt this madness_outlaw abortion!
-1,There weren't any volunteers outside abortion clinic when she had her abortion bcs there aren't enough of us. Can you join us? 2/2
1,BRAVO TO BOTH OF YOU BEAUTIFULLY EXPLAINED HOLD UP #humantrafficking bill @SenBlumenthal @DickDurbin
0,marrying a lazy man is disastrous; a contentious lady is worse. look before you leap. shine your eyes!
0,*tamil guy uploads his marriage pic on instagram* caption :
0,it was about time that in the hispanic/latino community we talked more about this and i'm so happy to support it @jossieochoatv
0,"@vipernthetemple @jaredotexas @realdonaldtrump @barackobama this. also, #neverhillary. we wouldn't have gotten a solid #scotus pick."
-1,@trainspotlive at @thevaultsuk was the most intense and amazing 30th present! thanks @suzport1
0,@madisonfletch_ but it's ok. at least it's only yo your hand that smells like dick
-1,"Dear #SCOTUS, now that you deemed it constitutional to ""defend the rights of ALL people,"" can we get a ruling to abolish abortion?"
-1,#prolifeyouth at #livg2017 if you have photos from other rallies send them!!
-1,"The same people that demand gov stay out of their vaginas, demand that gov legitimize their same sex bedrooms! Curious."
0,need more reasons why #weobject to neil gorsuch's #scotus nomination? show up with the @peoples_defense tomorrow:
0,"#lovewins #aas17 &amp;beyond @spsmchat frenz thnx 4 welcomg all, esp those thinkg we don't fit in #suicideprevention &amp; 4 yelling"
1,republicans are attempting to pass a total abortion ban. we must take a stand against attacks on #reprorights now.
1,".@DRUDGE_REPORT not sure I agree with her decision but, it is her decision.I wonder how many of the critics would support abortion?"
-1,"Unthinkable, shameful, acceptable, encouraged, desirable ...the evolution of killing the defenseless. @msnbc @jemimakirke"
1,@MarthaPlimpton It's not Monday on Twitter until some right wing troll sends me a video of an abortion
-1,mexican rs demand expulsion of ‘#abortion ship’
0,i put a on her @pneves3333 all mine!!!
0,"if removing the hijab is a condition for your #marriage avoid him. love is something that should enrich your values, not compromise them."
-1,@DarkTechMonitor @Colonel_Ted @chrisgeidner Ginsburg already supports the death penalty..i.e.
0,"Selfish men everywhere: ""#BirthControlHelpedMe cheat on my wife! But she found out anyway & our marriage was destroyed."
0,honored to meet #bishopkaren oliveto
0,"newsflash: scotus' ""narrow order"" is also unconstitutional. #scotus has been compromised. america is under attack by the trump regime &amp; gop."
1,We live in a world where people care more about religious rights than consent & reproductive rights....
0,yesterday was the 3 year anniversary of the day i came out and it's so crazy how much things have changed!
0,retweet if nothing will ever bring you down!
-1,Abortion laws should be designed to make it harder to get an abortion. Abortion is murder!
0,"@davesidhu13 tortoise is like a mascot for #scotus, sign of slow progress of law. gift shop once sold mug below, almost as cool as #appellatetwitter mug"
0,can't wait to join @loudobbs tonight on @foxbusiness at 7:30 pm et. making january great again
1,the embargo is off and i can share that elevator girl is an @oneill_center semifinalist.
-1,"""don't let numbers define you despite a scale, or checking account, #chooselife just focused on one thing to be active, healthy and happy."""
-1,". . . abortion is not self-defense, shooting the rapist is Kittington"
0,cultivating a #marriage overflowing with .
-1,Dear America: If only a 3D ultrasound picture could evoke the same emotional response.
0,the fearless happy go faces at #mumbaipride being enthusiastic and respectful for rainbow flag.
-1,catholic university students march as witnesses to life at
-1,@LuM1996 @KurtSchlichter #Obama cares more about deserters than unborn babies
1,we're outraged at #mabeljansen daring to speak of black #rapeculture but we accept @simamkeled referring to a culture of white male violence
-1,"@BuhayIpaglaban @_msthirdward @blueskies366 ""Natural"" family planning isn't ""planning"" at all since it just doesn't work."
0,i like how the new #scotus web site is helping people discover features if the old #scotus web site.
0,@ArkBuilder17 we may disagree but I love ya man I don't want hard feelings
0,"please @senschumer, please block trump's #scotus nominee. don't let them steal the supreme court for a generation. thank you."
-1,exposing abortion by marching for life by @reganblntonking
-1,"i have mixed emotions. i'm impressed as hell too, tho. choose nostalgia."
-1,i had a shite covered naked arse in touching distance. #chooselife choose #trainspottinglive #micf17 @sometimesmelb
0,@femenomenal as long as the fun balances the work is should be a blast. an work can also be fun. something i learned after my 15 year
0,"so excited to be out defending #abortion and #reprohealth for everyone today at #scotus during the #marchoflies! if you're in dc, join us!"
1,"@chriscuomo you heard it, ladies, when men violate your boundaries w/ their naked bodies, nice girls will get over it."
1,"if i were jesus, i would ask: how can you say you care about #life when you treat the living so poor."
-1,"""like every doctor, i am for life."" dr. jerome lejeune, stood up for life: - -"
1,"""red pill"" groups (intersection of anti-feminists &amp; white nationalists) have been promoting rape like this forever."
-1,family of murder victims who think #deathpenalty will bring comfort in this life will also receive torment in the life to come.
-1,@nicolasturgeon - 'you're very welcome in scotland.'
0,everything happening is making me think its time for #hillary2017 and i don't mean mayor of ny... @hillaryclinton lets take this to
-1,"@JohnFugelsang I'm not surprised murder is legal in Israel, should be illegal in civilized countries like USA"
1,don't participate in #rapeculture . these practices are all connected.
1,we’re thankful to have these 7 #reprorights champions on our side in the fight ahead:
0,website marks 25th anniversary of thomas joining scotus--‘one of our greatest thinkers on the court’
-1,best thing i will probably see at #cpac2017. taking @ppact head on.
0,"summer 2010 ""through the looking glass."" chicago w/my @pureoutlaw"
-1,How the fuNk is Chris Christy a Republican? Oh Yeah hes a RINO
0,#gerrymandering is my new obsession. thanks @podsaveamerica @ericholder
-1,The day that love will truly win is the day that the injustice known as abortion is abolished.
0,"tomorrow, i will be joining @martharaddatz on @thisweekabc to discuss @potus' upcoming #scotus pick and confirming the cabinet."
0,"deep-seated cultural codes, religious beliefs and structural biases have to be changed No, @HillaryClinton now what?"
0,orlando city soccer club dedicated 49 rainbow-colored seats to victims of the pulse nightclub tragedy.
-1,"Not sure where I stand on God and religion. Still, don't need to be a Christian or religious to be against abortion."
0,some good news! i'm sure @realdonaldtrump will add this to the list of things his admin will challenge w/
-1,mt @politicsiswar: for convenience...
-1,why are abortions tax-deductible?
0,#theresistance #persist #antifa #itmfa #scotus #liberals taste victory no matter #gorsuch outcome - politico
-1,@eilistweets Surprised? A poll sponsored by biased @AmnestyIreland was always going to give a pro-abortion result
-1,four dishonest ways to argue about
-1,I am 1 in 3... I have had an abortion
0,"""this was a despicable act by the republican party to steal this seat"" senator @chriscoons on #scotus judge garland @sxmpotus 124 @siriusxm"
0,"hey, #scotus, you've got some catching-up to do."
-1,fiona bruce mp describes parliament’s failure to value the unborn.
-1,Demand the Senate vote to ban painful late-term abortions. Use your voice to help hold the Senate accountable.
0,"#marriage #stone, cape clear island/#cléire, co #cork! @corkcoco @mayor_co_cork #lovecork @lovecork"
1,a federal judge has blocked missouri’s restrictive anti-abortion law.
-1,we are excited to march with the #marchforlife! please use the #prolifegen snapchat filter!
0,#lovewins in germany! so glad 2 c german parliament vote 2 legalise same-sex marriage
0,"@CoraSherlock @NORTHANNE @fdelond you Cora ignore that IRE export the 'problem',to UK @MarieStopes"
1,incredibly disappointing news from ni court of appeal. majority says #abortionrights a political decision.time for @stellacreasy to step in!
1,important dc projection event tonight by @upsettingrape / disclose / luminous intervention
0,thank you for the tweet and for supporting green kids
1,next is #abortionrights reform in ni itself. time to end the injustice. @fawcettsociety actively supporting.
-1,a big thank you to @clcyouthprolife for organizing the #marchforlife candlelight vigil
1,"despite classist narratives, folks in rural america have been fighting for #abortion and #reprorights for decades:"
0,"when i was young, i thought that #marriage was a 50-50 proposition. i soon learned that it always takes 100% from both parties"
-1,don't miss @reagan_sfla on @ewtnnewsnightly tonight at 6/9pm et talking about the @hbo premiere of biased #abortion documentary
0,#scotus lets ruling against texas voter id law stand — for now:
0,"6. so if #scotus's goal was to send a message to @realdonaldtrump to leave well-enough alone, it looks like it wasn't received... /end"
1,here's how to be a better reproductive rights advocate in 2017
0,congrats greg and robbie!
-1,"fringe tickets for @irvinewelsh #trainspottinglive selling out quickly, book now to avoid disappointment ya radges!"
1, iswhen people excuse sexualising children and blame the child for said sexualisation.
-1,Congrats to my friends at @SBAList and @WRTL for their commitment in getting Pain-Capable Act passed.
0,thanks to our supreme court clinic for hosting an open session w/ veteran #scotus reporter @tonymauro of @thenlj
-1,@notmuchelse And the unborn ARE human lives completely human & alive from conception. Abortion KILLS
-1,"#iowastate #prolifegen want facts on iowa pp and webcam abortions? come to free @suethayer talk: april 4th, 7 pm."
0,. @sencortezmasto @senduckworth: #scotus nom gorsuch refused to meet w/us; might be case for sen @kamalaharris too
-1,"15 and #pregnant. she almost #aborted her son, but she chose ."
-1,"love is a verb. if you #love animals, don't eat them."
-1,"@LifeNewsHQ 22wks is too late to be able to have a termination in my opinion, these triplets are babies not a bunch of cells."
-1,#tbt to when @ppact understood that abortion kills the life of a baby| circa 1952.
0,2016 is nearly over. kick off your #marriage with a bang!read as a couple &amp; grow!(4.9amazon reviews) order today!
0,.@senschumer and now this from senate dems on
1,are these #male acceptable 🤔 cir-cum-stances
0,this is how @potus can appoint #merrickgarland to #scotus today.
0,#farewellobama this is the only president in u.s. history who's been denied his constitution right to fill
0,"not sure abt dramatic rebuke sessions saw in #scotus #travelban ruling, but he teed up nationwide injunction issue"
1,"what’s at stake in the supreme court fight? #lgbtq protections, #reprorights, and affirmative action to name a few."
0,"check out @tiffany_muller's blog about trump’s #scotus nominee, neil gorsuch, who believes corporations are people"
0,more #sop chatter on busting up #ninethcircuitcourtofappeals 2 kill quests 4 justice that might get 2 .
1,"a2: gender inequity, norms and stereotypes further perpetuates and is a leading root cause to"
0,#2a returns to supreme court in peruta and binderup
-1,what one school is doing to counteract the popular show #13reasonswhy about .
0,"Any asshat ""protesting"" against #SofiaVergara is a disgrace to the entire Women's Rights movement. Live and let live."
0,check out the @canariestrust #lovewins #norwichpride2017 @norwichpride logo!
1,i'm all for unity. i'm not for unity at the cost of going backwards on #reprorights as a core tenet of progressive values.
0,breaking #scotus news from #aspen: #gorsuch actually is a corporation! @timeforallofus
0,"this #weekend, spend some quality time with your spouse. talk, laugh, plan, #pray &amp; cultivate deeper ."
-1,uphold prudence_prevent the carnage!
0,shout out to @iwpride inspirational host @robdeephotos - -
0,on final day as @potus we're reflecting on @barackobama's contributions to the movement for #marriage for all. grateful to tell this story.
-1,#rally4life more like rally for people who think they have the right to authorise other people's decisions
1,waiting to speak with our ny state senators on the importance of the ccca and !
-1,interesting input about discrimination.
0,me and my girl stella !!!!! getting the pride vibes !
0,"'we fight for love, with love' kate and kristen on what #marriage equality means to them at brisbane marriage rally"
1,"“no matter how you spin the numbers, this is what college women want: access &amp; choice” @katherinemirani"
-1,"all life deserves respect, love, and support."
1,Watching teen mom and watching Farrah be a bitch makes me believe in abortion that much more.
-1,@seattlestorm time to boycott the storm and wnba
0,"whatever executive branch legal interpretations are (&amp; should be) entitled to deference, can we all agree that #scotus opinions aren't such?"
0, you are all i have ever wanted
0,"#scotus rules against *45 again. administration must broaden exemptions, including for grandparents!"
-1,real image of 5 week old aborted fetus..what the liberals don't want you to see
0,#scotus lets @potus restore strict limits on refugees that were blocked last week by a federal judge in hawaii
1,"you know, it takes two to tango... here's why men need to help pay for prenatal care:"
1,trump respects women? really? the #trumpglobalgag rule denies women their .
0,do you spend more in cares to animals than in charity?
1,sign the petition: tell @senatedems to stand their ground on
0,"mcconnell shocked, shocked that democrats might block trump #scotus nominee"
-1,"@gvandersee 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife"" right there. Value & Respect life."
-1,"#SignsYoureInTheUSA Doc can pull baby 3/4 way out of the womb, stick a knife in its head 2 kill the child & @SCOTUS says its OK"
1,"we're wearing suffragette white at #jointsession as a pledge to fight for women's #reprorights, #equalpay, #paidleave &amp; more"
1,".@repkclark &amp; women in congress are wearing suffragette white, pledging to fight for #reprorights, #equalpay, #paidleave &amp; more"
1,"was anxious &amp; in need of a reason to procrastinate sleeping, so decided to help @mnt out by correcting an article for them. yw."
-1,Generate belief in quality existence for everyone especially children in that community.Kittington2016
-1,WH: Motherhood's a Wage Penalty. So we pay em to have kids & we pay em to kill premature babies. WTF's point here libs?
1,@ubiquity75 @Aaron_Hamm well said. Men are playing political football with women's right to have control over our bodies.
-1,"Fair IS fair if U believe an unborn child has no right to life, then UR saying I can decide if you do??"
0,"human, nothing more, nothing less.for equal treatment not special treatment.for equal rights not more rights @wipehomophobia"
-1,Still waiting for Libs to explain how the premeditated murder of a premature baby is reproductive healthcare.
-1,"after he is told to save some babies, abort others, doctor becomes pro-life:"
1,a great post-#womensmarch read: where do we go from here as #reprorights activists? @rewire_news
1,Anti choice laws are sexist because they ignore the fact that men abandon their pregnant partners & those men face no punishment
-1,#chooselife assisted suicide is next step toward this (legalized abortion was the 1st).the right to life is 1st &amp;most basic of
0,red-state democrats cheer for judge gorsuch at trump's joint address
0,"a sweet send-off to lyle denniston honoring 58 years of insightful and rigorous #scotus coverage, from @jessewegman"
1,a great piece by @katrinanation about our interests being ignored + attacked:
0,"plans for july 4th? yes, we do! join us for the exclusive #lovewins party next week! tabbuli is the only place to..."
-1,@sickboyt2 @trainspottinghq who here thinks it's no coincidence that revlon starts this campaign when t2 is released!
-1,good morning! may every morning make you want to get up and live.
1,rape jokes have no place in the junos or anywhere. @cupcakes_n_rap lays out the why.
1,@paigeymadisonn: 12. something you hate. People who don't believe abortion should be kept safe and sterile.
0,Follow #Patriot --> @MsMistiNichole. Thanks for following back!!
-1,why abortion reversal can and does work:
1,"everyone should be able to make decisions about their body, their health, &amp; their future. it starts with education!"
-1,Next time just keep the baby
0,it's not that i don't want to be at work. it's that i rather be asleep.
-1,"I'm against abortion, gay marriage, AND Donald Trump for President."
-1,"AmandaKayHowell: Dear to who it may concern;""YOU stand up for my right to live. ..."
0,"accept the challenge! read about it, link below"
-1,brilliant @hannahb4livimp speech in #brexitbill - w apols to #trainspotting - the choices scotland didn't make: we #chooselife in the eu
0,#scotus judge ruth bader ginsburg pens note to girl who dressed up as her for superhero day
-1,"There's a law protecting unborn eagles, but not humans uh, idk if you've noticed, but there aren't 7 billion eagles around."
0,"on 40th anniversary of the 1st execution in the modern era, join activists to protest the #deathpenalty at :"
-1,pregnant new zealand woman undergoes surgery in australia for unborn son with spina bifida:
0,#courtsmatter rt if you're glad #trump appointed a justice who supports the !
-1,@maryannehobbs disrupting my little boys homework sometimes you just have to stop and dance
0,john marshall appointed #otd 1801 as 4th chief justice
-1,"mt @amenditusa: new mood,new plan. let america decide!"
-1,@Mediaite @CNN where is #SilencedDiscourse for @TheDemocrats questions on
1,nz judge thomas ingram needs to be suspended from service said indecent assault not sexually motivated
1,@DaRealMonieLove or these dumb anti-abortion #showthetruth assholes who sit on Canadian streets with inaccurate disturbing pics!
0,#5starreadersfavorite are lily’s dreams/#time-travels the way to heal her shattered ?
1,Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients.
0,"in 1997, the senate confirmed merrick garland to d.c. circuit of us court of appeals 76 to 23."
0,absolutely nothing but love over here with me dawling! enjoy your weekend n let's continue to live love laugh!
0,true love waits.
-1,where is the democrats permanent outrage over innocent children being ripped apart by abortion?
0,by choosing a good #spouse you will be rearing your #children well before their birth.
-1,Before I formed you in the #womb I knew you.
0,i don't think we can have a president so close to impeachment appointing someone to .
1,plz sign/share/rt open letter 2 dnc stating it's not ok to throw #women's #reprorights under the bus!
0,"#marriage is your choice, but at least choose consciously - @sadhgurujv"
1,"what #kemen did to #tboss isn't jst an isolated event, but a #rapeculture... it's a way of life we must reject.. it starts with u &amp; me now!"
-1,#stlouis ordinance forces churches and #prolife groups to fund #abortions @lifenewshq
-1,life is too short to scroll through the comments that people leave on youtube videos!
0,alliance defending freedom is backing a bakery that refused to sell a wedding cake to a gay couple in #scotus case
0,i can't say it any better!
0,big news from @lindsaywise: mccaskill says she will join in filibuster against gorsuch
-1,we crashed @ppact's #pinkout event in washington dc. see the full video at
0,they just released doves in remembrance of orlando
0,"@nytimes while you are at it, eliminate all drugs, cars, planes, food, electricity, and anything else that MAY cause a death."
-1,"also, shouldn't the #prolifegen want to increase the amount of birth control and thus decreasing unwanted pregnancies and abortions? (3/3)"
0,repeal #citizensunited #endthefed #abolishirs #freedomact #ndaa #sopa #fisa #tsa #dhs arrest #congress + #scotus(traitors) for !
0,"with no fanfare or acknowledgment of his blocked #scotus nomination, judge merrick garland went back on the bench"
-1,The Democrats just gave the most chilling reply when asked if they support aborting 7-pound babies
0,starting the year right.
-1,"if theres a heartbeat, theres life. national"
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
0,what steals your marital joy?
1,@JustinTrudeau I also support Men's wrongs as well as Women's rights
-1,mt @awakedeborah: fearfully and wonderfully made! by god.
-1,#ChildrensCentre's in the #UK have stay & play sessions for very young / single parents
0,made my first @youtube video! book review of proper care and feeding of husbands
-1,you can't say you support women's rights but be against abortion
0,"#marriage advice from a seasoned veteran (30+ years): if two people love each other, nothing is impossible...except deciding where to eat."
-1,"@violencehurts @WomenCanSee The most fundamental right of them all, the right to life, is also a right of the unborn."
0,y'all i am so obsessed with love i love people and i love when people love me and i love spreading love in every way possible yas
1,@prisonplanet not to mention that a vote for her is real repudiation of .
0,merrick garland’s not at #inauguration as a #scotus justice. it is a disgrace:
1,Kudos to the mentality that believes people who are dumb enough to not use protection are 'mature enough' to take care of a baby.
0,today we marched for love. for refugees. for immigrants. for women. for equality. for climate change.
0,I wonder if America will like focus on real issues now
1,the pill cosby was garnished with empty pill capsules. this is
-1,"“words kill, words give life; they’re either poison or fruit—you choose.” proverbs 18:21 msg"
-1,"maratona trainspotting no cine praia grande! quinta, 1º de junho 18h30: trainspotting (1996) 20h15: trainspotting 2 (2017)"
0,be my #1 #gay islove #lgbt #lgbtq wins 2017
